업체명,식품명,기준량(g),에너지(kcal),단백질(g),지방(g),탄수화물(g),에너지밀도(kcal/g),탄수화물_에너지비율(%),단백질_에너지비율(%),지방_에너지비율(%),단백질_INQ
파리바게뜨,도넛_생크림폭탄 도넛 (3개입),100,364,6.06,22.42,34.55,3.64,37.97,6.66,55.43,0.61
던킨도너츠,도넛_스트로베리 먼치킨 도넛,100,380,5.0,18.0,50.0,3.8,52.63,5.26,42.63,0.48
던킨도너츠,도넛_스트로베리 필드 도넛,100,372,5.0,18.33,46.67,3.72,50.18,5.38,44.35,0.49
던킨도너츠,도넛_아침햇살 쌀꽈배기 도넛,100,375,4.69,12.5,60.94,3.75,65.0,5.0,30.0,0.45
송사부수제쌀고로케,도넛_앙버터 도넛,100,408,8.0,-1.0,-1.0,4.08,-1.0,7.84,-1.0,0.71
던킨도너츠,도넛_용감한 쿠키 도넛,100,446,5.26,24.56,50.88,4.46,45.63,4.72,49.56,0.43
파리바게뜨,도넛_우리찹쌀 왕꽈배기,100,383,6.09,18.26,48.7,3.83,50.86,6.36,42.91,0.58
던킨도너츠,도넛_제주말차 우유 도넛,100,453,4.69,28.13,45.31,4.53,40.01,4.14,55.89,0.38
교촌치킨,도넛_쫀드칸꽈배기 시나몬슈가,100,385,2.25,-1.0,-1.0,3.85,-1.0,2.34,-1.0,0.21
송사부수제쌀고로케,도넛_초당옥수수크림찹쌀 도넛,100,300,2.86,-1.0,-1.0,3.0,-1.0,3.81,-1.0,0.35
달콤,도넛_초코 마카롱 도넛,100,418,5.88,-1.0,-1.0,4.18,-1.0,5.63,-1.0,0.51
크리스피크림도넛,도넛_초코 우유크림 듬뿍 도넛,100,415,5.95,-1.0,-1.0,4.15,-1.0,5.73,-1.0,0.52
달콤,도넛_초코크런치 도넛,100,400,5.45,-1.0,-1.0,4.0,-1.0,5.45,-1.0,0.5
던킨도너츠,도넛_추억의 옥수수 꽈배기 도넛,100,407,8.2,19.67,49.18,4.07,48.33,8.06,43.5,0.73
파리바게뜨,도넛_추억의생도나스 (2개입),100,426,17.31,22.44,54.49,4.26,51.16,16.25,47.41,1.48
파리바게뜨,도넛_추억의생도나스 (3개입),100,427,17.52,22.22,54.7,4.27,51.24,16.41,46.83,1.49
뚜레쥬르,도넛_츄러스 꽈배기,100,363,5.98,-1.0,-1.0,3.63,-1.0,6.59,-1.0,0.6
송사부수제쌀고로케,도넛_카스텔라 꽈배기,100,312,6.23,-1.0,-1.0,3.12,-1.0,7.99,-1.0,0.73
던킨도너츠,도넛_카카오하니딥 도넛,100,393,3.51,21.05,47.37,3.93,48.21,3.57,48.21,0.32
던킨도너츠,도넛_카카오하니딥먼치킨 도넛,100,369,4.62,15.38,53.85,3.69,58.37,5.01,37.51,0.46
바나프레소,도넛_커스터드 도넛,100,325,5.0,13.33,45.0,3.25,55.38,6.15,36.91,0.56
달콤,도넛_크리스탈슈가 도넛,100,367,6.12,-1.0,-1.0,3.67,-1.0,6.67,-1.0,0.61
크리스피크림도넛,도넛_트러플 크림 듬뿍 도넛,100,410,5.95,-1.0,-1.0,4.1,-1.0,5.8,-1.0,0.53
뚜레쥬르,도넛_퐁신퐁신우유 도넛,100,348,4.9,-1.0,-1.0,3.48,-1.0,5.63,-1.0,0.51
달콤,도넛_플라밍고 도넛,100,405,5.45,-1.0,-1.0,4.05,-1.0,5.38,-1.0,0.49
던킨도너츠,도넛_허니 올드훼션드 도넛,100,457,3.17,25.4,53.97,4.57,47.24,2.77,50.02,0.25
던킨도너츠,도넛_허니찹쌀스틱,100,355,4.26,10.21,61.7,3.55,69.52,4.8,25.88,0.44
달콤,도넛_화이트유니버스 도넛,100,392,5.77,-1.0,-1.0,3.92,-1.0,5.89,-1.0,0.54
송사부수제쌀고로케,도넛_흑미고구마찹쌀 도넛,100,350,4.0,-1.0,-1.0,3.5,-1.0,4.57,-1.0,0.42
송사부수제쌀고로케,도넛_흑임자크림찹쌀 도넛,100,314,2.86,-1.0,-1.0,3.14,-1.0,3.64,-1.0,0.33
던킨,도넛_가을 밤 필드,100,358,5.0,-1.0,-1.0,3.58,-1.0,5.59,-1.0,0.51
던킨,도넛_골든 카레 초코 퍼프,100,321,5.26,-1.0,-1.0,3.21,-1.0,6.55,-1.0,0.6
크리스피크림도넛,도넛_그리핀도르,100,454,5.75,-1.0,-1.0,4.54,-1.0,5.07,-1.0,0.46
크리스피크림도넛,도넛_글레이즈드 사워크림,100,420,2.5,-1.0,-1.0,4.2,-1.0,2.38,-1.0,0.22
던킨,도넛_꿀고구마 브륄레 도넛,100,304,3.7,-1.0,-1.0,3.04,-1.0,4.87,-1.0,0.44
던킨,도넛_꿀고구마 츄이스티,100,440,2.0,-1.0,-1.0,4.4,-1.0,1.82,-1.0,0.17
파리바게뜨,도넛_다크초코츄잉스타,100,444,3.7,-1.0,-1.0,4.44,-1.0,3.33,-1.0,0.3
뚜레쥬르,도넛_더쫄깃해진그때그도나쓰(5개입),100,294,4.58,-1.0,-1.0,2.94,-1.0,6.23,-1.0,0.57
던킨,도넛_던킨 카페모카롤,100,441,5.26,-1.0,-1.0,4.41,-1.0,4.77,-1.0,0.43
파리바게뜨,도넛_돌돌말린소시지도넛,100,347,7.06,-1.0,-1.0,3.47,-1.0,8.14,-1.0,0.74
던킨,도넛_두바이 스타일 초코,100,497,6.94,-1.0,-1.0,4.97,-1.0,5.59,-1.0,0.51
던킨,도넛_두바이 스타일 초콜릿 도넛,100,478,8.62,-1.0,-1.0,4.78,-1.0,7.21,-1.0,0.66
던킨,도넛_딸기 요거트 크림도넛,100,353,5.17,-1.0,-1.0,3.53,-1.0,5.86,-1.0,0.53
던킨,도넛_딸기 크림 가득 수줍은 스마일,100,437,5.26,-1.0,-1.0,4.37,-1.0,4.81,-1.0,0.44
던킨,도넛_라이브 글레이즈드,100,415,6.06,-1.0,-1.0,4.15,-1.0,5.84,-1.0,0.53
던킨,도넛_라즈베리 치즈케이크 퍼프,100,379,6.25,-1.0,-1.0,3.79,-1.0,6.6,-1.0,0.6
크리스피크림도넛,도넛_래번클로,100,388,5.17,-1.0,-1.0,3.88,-1.0,5.33,-1.0,0.48
던킨,도넛_레몬 크림도넛,100,319,5.17,-1.0,-1.0,3.19,-1.0,6.48,-1.0,0.59
던킨,도넛_레몬 크림브륄레 도넛,100,333,4.55,-1.0,-1.0,3.33,-1.0,5.47,-1.0,0.5
던킨,도넛_레몬 파운드 도넛,100,446,4.17,-1.0,-1.0,4.46,-1.0,3.74,-1.0,0.34
던킨,도넛_레인보우 원더볼,100,484,3.18,-1.0,-1.0,4.84,-1.0,2.63,-1.0,0.24
크리스피크림도넛,도넛_로투스 비스코프 도넛,100,456,6.1,-1.0,-1.0,4.56,-1.0,5.35,-1.0,0.49
크리스피크림도넛,도넛_마이볼,100,393,5.33,-1.0,-1.0,3.93,-1.0,5.42,-1.0,0.49
던킨,도넛_마쵸 머스태쉬 도넛,100,420,5.66,-1.0,-1.0,4.2,-1.0,5.39,-1.0,0.49
던킨,도넛_맘모스 듀얼필드,100,414,5.26,-1.0,-1.0,4.14,-1.0,5.08,-1.0,0.46
던킨,도넛_모카무스 초코퍼프,100,427,6.8,-1.0,-1.0,4.27,-1.0,6.37,-1.0,0.58
크리스피크림도넛,도넛_미니 오리지널 글레이즈드,100,435,8.7,-1.0,-1.0,4.35,-1.0,8.0,-1.0,0.73
파리바게뜨,도넛_바나나크림도넛(1개입),100,402,5.36,-1.0,-1.0,4.02,-1.0,5.33,-1.0,0.48
던킨,도넛_바닐라 슈크림도넛,100,310,5.17,-1.0,-1.0,3.1,-1.0,6.67,-1.0,0.61
던킨,도넛_바바리안 먼치킨,100,400,6.0,-1.0,-1.0,4.0,-1.0,6.0,-1.0,0.55
던킨,도넛_바바리안 필드,100,358,3.33,-1.0,-1.0,3.58,-1.0,3.72,-1.0,0.34
던킨,도넛_바질 에그베네딕트,100,312,9.9,-1.0,-1.0,3.12,-1.0,12.69,-1.0,1.15
던킨,도넛_밤티라미수 퍼프,100,348,5.71,-1.0,-1.0,3.48,-1.0,6.56,-1.0,0.6
던킨,도넛_베리머치 퍼프,100,329,4.71,-1.0,-1.0,3.29,-1.0,5.73,-1.0,0.52
던킨,도넛_보스톤 크림,100,373,4.48,-1.0,-1.0,3.73,-1.0,4.8,-1.0,0.44
던킨,도넛_서울우유 크림도넛,100,321,5.36,-1.0,-1.0,3.21,-1.0,6.68,-1.0,0.61
던킨,도넛_소금 우유도넛,100,445,3.33,-1.0,-1.0,4.45,-1.0,2.99,-1.0,0.27
던킨,도넛_솔티드 쿠키도우 도넛,100,459,3.47,-1.0,-1.0,4.59,-1.0,3.02,-1.0,0.27
던킨,도넛_솔티연유 퍼프,100,365,6.74,-1.0,-1.0,3.65,-1.0,7.39,-1.0,0.67
뚜레쥬르,도넛_슈거글레이즈도넛,100,370,8.0,-1.0,-1.0,3.7,-1.0,8.65,-1.0,0.79
크리스피크림도넛,도넛_슈거코티드,100,444,6.67,-1.0,-1.0,4.44,-1.0,6.01,-1.0,0.55
던킨,도넛_슈크림브륄레,100,336,4.69,-1.0,-1.0,3.36,-1.0,5.58,-1.0,0.51
크리스피크림도넛,도넛_슈크림카스테라,100,370,6.82,-1.0,-1.0,3.7,-1.0,7.37,-1.0,0.67
던킨,도넛_스노우 원더볼,100,475,3.33,-1.0,-1.0,4.75,-1.0,2.8,-1.0,0.25
던킨,도넛_스리라차 에그베네딕트,100,297,8.91,-1.0,-1.0,2.97,-1.0,12.0,-1.0,1.09
크리스피크림도넛,도넛_스트라이크,100,445,4.11,-1.0,-1.0,4.45,-1.0,3.69,-1.0,0.34
던킨,도넛_스트로베리 먼치킨,100,380,5.0,-1.0,-1.0,3.8,-1.0,5.26,-1.0,0.48
크리스피크림도넛,도넛_슬리데린,100,457,5.56,-1.0,-1.0,4.57,-1.0,4.87,-1.0,0.44
던킨,도넛_시나몬 츄로넛,100,298,2.38,-1.0,-1.0,2.98,-1.0,3.19,-1.0,0.29
던킨,도넛_시나몬피칸 크럼블도넛,100,482,7.25,-1.0,-1.0,4.82,-1.0,6.02,-1.0,0.55
크리스피크림도넛,도넛_시크릿블랙,100,467,4.17,-1.0,-1.0,4.67,-1.0,3.57,-1.0,0.32
크리스피크림도넛,도넛_시크릿코랄핑크,100,385,6.67,-1.0,-1.0,3.85,-1.0,6.93,-1.0,0.63
크리스피크림도넛,도넛_시크릿화이트,100,408,5.33,-1.0,-1.0,4.08,-1.0,5.23,-1.0,0.48
던킨,도넛_아이스크림 레몬파운드 도넛,100,349,9.63,-1.0,-1.0,3.49,-1.0,11.04,-1.0,1.0
던킨,도넛_아임 파인,100,430,4.23,-1.0,-1.0,4.3,-1.0,3.93,-1.0,0.36
던킨,도넛_애플시나몬 파이필드,100,374,5.26,-1.0,-1.0,3.74,-1.0,5.63,-1.0,0.51
뚜레쥬르,도넛_옛날꽈배기도넛,100,407,6.78,-1.0,-1.0,4.07,-1.0,6.66,-1.0,0.61
뚜레쥬르,도넛_옛날단팥도넛,100,386,7.92,-1.0,-1.0,3.86,-1.0,8.21,-1.0,0.75
파리바게뜨,도넛_옛날왕슈크림도넛,100,332,6.32,-1.0,-1.0,3.32,-1.0,7.61,-1.0,0.69
크리스피크림도넛,도넛_오리지널 글레이즈드,100,447,6.38,-1.0,-1.0,4.47,-1.0,5.71,-1.0,0.52
크리스피크림도넛,도넛_오리지널 우유 크림 필드,100,416,4.84,-1.0,-1.0,4.16,-1.0,4.65,-1.0,0.42
크리스피크림도넛,도넛_오리지널 초콜릿 필드,100,471,6.45,-1.0,-1.0,4.71,-1.0,5.48,-1.0,0.5
던킨,도넛_오리지널 케이크 먼치킨,100,375,5.0,-1.0,-1.0,3.75,-1.0,5.33,-1.0,0.48
던킨,도넛_올리브 츄이스티,100,404,2.04,-1.0,-1.0,4.04,-1.0,2.02,-1.0,0.18
크리스피크림도넛,도넛_우유크림 듬뿍,100,393,5.95,-1.0,-1.0,3.93,-1.0,6.06,-1.0,0.55
던킨,도넛_젠틀 머스태쉬 도넛,100,415,5.66,-1.0,-1.0,4.15,-1.0,5.46,-1.0,0.5
던킨,도넛_조청 유과 도넛,100,385,1.92,-1.0,-1.0,3.85,-1.0,1.99,-1.0,0.18
뚜레쥬르,도넛_조청왕꽈배기,100,371,5.83,-1.0,-1.0,3.71,-1.0,6.29,-1.0,0.57
던킨,도넛_초코 올드훼션드,100,542,5.0,-1.0,-1.0,5.42,-1.0,3.69,-1.0,0.34
던킨,도넛_초코 크러쉬 도넛,100,493,4.29,-1.0,-1.0,4.93,-1.0,3.48,-1.0,0.32
뚜레쥬르,도넛_초코마카롱도넛,100,413,7.69,-1.0,-1.0,4.13,-1.0,7.45,-1.0,0.68
던킨,도넛_초코밤 원더볼,100,500,3.18,-1.0,-1.0,5.0,-1.0,2.54,-1.0,0.23
크리스피크림도넛,도넛_초코홀릭,100,496,5.88,-1.0,-1.0,4.96,-1.0,4.74,-1.0,0.43
크리스피크림도넛,도넛_초콜릿 아이스드 글레이즈드,100,457,5.36,-1.0,-1.0,4.57,-1.0,4.69,-1.0,0.43
파리바게뜨,도넛_추억의 생도나스,100,450,7.5,-1.0,-1.0,4.5,-1.0,6.67,-1.0,0.61
파리바게뜨,도넛_추억의생도나스,100,430,8.98,-1.0,-1.0,4.3,-1.0,8.35,-1.0,0.76
뚜레쥬르,도넛_츄러스꽈배기,100,466,7.69,-1.0,-1.0,4.66,-1.0,6.6,-1.0,0.6
파리바게뜨,도넛_카스테라생크림도넛(1개입),100,413,4.35,-1.0,-1.0,4.13,-1.0,4.21,-1.0,0.38
던킨,도넛_카스텔라 도넛,100,442,4.81,-1.0,-1.0,4.42,-1.0,4.35,-1.0,0.4
던킨,도넛_카카오 파운드 케이크,100,536,4.17,-1.0,-1.0,5.36,-1.0,3.11,-1.0,0.28
던킨,도넛_카카오 하니딥,100,377,3.51,-1.0,-1.0,3.77,-1.0,3.72,-1.0,0.34
던킨,도넛_카카오 후로스티드,100,490,4.17,-1.0,-1.0,4.9,-1.0,3.4,-1.0,0.31
던킨,도넛_카카오하니딥 먼치킨,100,423,4.62,-1.0,-1.0,4.23,-1.0,4.37,-1.0,0.4
던킨,도넛_카푸치노 츄이스티,100,400,2.0,-1.0,-1.0,4.0,-1.0,2.0,-1.0,0.18
파리바게뜨,도넛_케익꽈배기도넛,100,396,5.56,-1.0,-1.0,3.96,-1.0,5.62,-1.0,0.51
던킨,도넛_콘버터 꽈배기 with 에쉬레 버터,100,390,5.09,-1.0,-1.0,3.9,-1.0,5.22,-1.0,0.47
던킨,도넛_콘버터 바이츠 with 에쉬레 버터,100,413,5.33,-1.0,-1.0,4.13,-1.0,5.16,-1.0,0.47
던킨,도넛_콘버터 브륄레 with 에쉬레 버터,100,307,4.72,-1.0,-1.0,3.07,-1.0,6.15,-1.0,0.56
던킨,도넛_콘크림 브륄레,100,289,4.9,-1.0,-1.0,2.89,-1.0,6.78,-1.0,0.62
던킨,도넛_쿠키 앤 화이트 크림,100,489,4.6,-1.0,-1.0,4.89,-1.0,3.76,-1.0,0.34
던킨,도넛_쿠키밤 원더볼,100,509,3.57,-1.0,-1.0,5.09,-1.0,2.81,-1.0,0.26
던킨,도넛_쿠키앤 크림 도넛,100,389,6.25,-1.0,-1.0,3.89,-1.0,6.43,-1.0,0.58
크리스피크림도넛,도넛_크런치피넛버터,100,489,9.23,-1.0,-1.0,4.89,-1.0,7.55,-1.0,0.69
피자스쿨,도넛_크림치즈꽈배기,100,350,4.19,-1.0,-1.0,3.5,-1.0,4.79,-1.0,0.44
던킨,도넛_킷캣 초코 스트로베리,100,397,4.11,-1.0,-1.0,3.97,-1.0,4.14,-1.0,0.38
심봉사도로케,도넛_팥도너츠,100,292,6.47,-1.0,-1.0,2.92,-1.0,8.86,-1.0,0.81
던킨,도넛_팥빙수맛 크림도넛,100,362,5.36,-1.0,-1.0,3.62,-1.0,5.92,-1.0,0.54
크리스피크림도넛,도넛_프리미엄 스트로베리 필드,100,366,5.71,-1.0,-1.0,3.66,-1.0,6.24,-1.0,0.57
던킨,도넛_핑크 블라썸 듀얼하트,100,414,3.95,-1.0,-1.0,4.14,-1.0,3.82,-1.0,0.35
던킨,도넛_하이 카카오 도넛,100,439,4.88,-1.0,-1.0,4.39,-1.0,4.45,-1.0,0.4
던킨,도넛_허니 올드훼션드,100,457,3.18,-1.0,-1.0,4.57,-1.0,2.78,-1.0,0.25
던킨,도넛_허니 후리터,100,439,5.41,-1.0,-1.0,4.39,-1.0,4.93,-1.0,0.45
던킨,도넛_헤이즐넛 로쉐,100,445,6.25,-1.0,-1.0,4.45,-1.0,5.62,-1.0,0.51
크리스피크림도넛,도넛_후플푸프,100,393,6.1,-1.0,-1.0,3.93,-1.0,6.21,-1.0,0.56
던킨,도넛_흑임자 카스텔라 도넛,100,460,6.0,-1.0,-1.0,4.6,-1.0,5.22,-1.0,0.47
블루샥,도넛_딸기 도넛,100,404,7.8,-1.0,-1.0,4.04,-1.0,7.72,-1.0,0.7
블루샥,도넛_레몬 도넛,100,404,7.8,-1.0,-1.0,4.04,-1.0,7.72,-1.0,0.7
블루샥,도넛_바닐라 도넛,100,404,7.8,-1.0,-1.0,4.04,-1.0,7.72,-1.0,0.7
블루샥,도넛_우유 도넛,100,404,7.8,-1.0,-1.0,4.04,-1.0,7.72,-1.0,0.7
블루샥,도넛_초코 도넛,100,404,7.8,-1.0,-1.0,4.04,-1.0,7.72,-1.0,0.7
블루샥,도넛_쿠키앤크림 도넛,100,404,7.8,-1.0,-1.0,4.04,-1.0,7.72,-1.0,0.7
던킨,도넛_딸기필링 듬뿍 생도넛,100,337,4.82,-1.0,-1.0,3.37,-1.0,5.72,-1.0,0.52
던킨,도넛_로우슈가 초코링,100,453,5.66,-1.0,-1.0,4.53,-1.0,5.0,-1.0,0.45
파리바게뜨,도넛_달콤한 우리찹쌀 왕꽈배기,100,378,6.09,-1.0,-1.0,3.78,-1.0,6.44,-1.0,0.59
못난이꽈배기,도넛_못난이찹쌀고구마크림치즈도넛,100,293,6.81,-1.0,-1.0,2.93,-1.0,9.3,-1.0,0.85
못난이꽈배기,도넛_못난이찹쌀깨찰도넛,100,560,1.0,-1.0,-1.0,5.6,-1.0,0.71,-1.0,0.06
못난이꽈배기,도넛_못난이찹쌀꽈배기,100,291,7.27,-1.0,-1.0,2.91,-1.0,9.99,-1.0,0.91
못난이꽈배기,도넛_못난이찹쌀모짜렐라치즈도넛,100,276,10.72,-1.0,-1.0,2.76,-1.0,15.54,-1.0,1.41
못난이꽈배기,도넛_못난이찹쌀유자도넛,100,271,6.57,-1.0,-1.0,2.71,-1.0,9.7,-1.0,0.88
못난이꽈배기,도넛_못난이찹쌀팥도넛,100,279,7.0,-1.0,-1.0,2.79,-1.0,10.04,-1.0,0.91
파리바게뜨,도넛_미니찹쌀도넛,100,400,5.71,-1.0,-1.0,4.0,-1.0,5.71,-1.0,0.52
파리바게뜨,도넛_미니찹쌀도넛(3개입),100,395,4.76,-1.0,-1.0,3.95,-1.0,4.82,-1.0,0.44
파리바게뜨,도넛_미니찹쌀도넛(4개입),100,393,5.0,-1.0,-1.0,3.93,-1.0,5.09,-1.0,0.46
파리바게뜨,도넛_미니찹쌀도넛(5개입),100,397,5.14,-1.0,-1.0,3.97,-1.0,5.18,-1.0,0.47
파리바게뜨,도넛_우리찹쌀왕꽈배기,100,383,6.09,-1.0,-1.0,3.83,-1.0,6.36,-1.0,0.58
뚜레쥬르,도넛_쫄깃한찹쌀도넛,100,344,6.49,-1.0,-1.0,3.44,-1.0,7.55,-1.0,0.69
심봉사도로케,도넛_찹쌀꽈배기,100,329,7.0,-1.0,-1.0,3.29,-1.0,8.51,-1.0,0.77
심봉사도로케,도넛_찹쌀도너츠,100,324,4.67,-1.0,-1.0,3.24,-1.0,5.77,-1.0,0.52
파리바게뜨,도넛_찹쌀도넛,100,333,5.38,-1.0,-1.0,3.33,-1.0,6.46,-1.0,0.59
던킨,도넛_허니 찹쌀스틱,100,355,4.26,-1.0,-1.0,3.55,-1.0,4.8,-1.0,0.44
던킨,도넛_허니찹쌀스틱,100,355,4.26,-1.0,-1.0,3.55,-1.0,4.8,-1.0,0.44
커피에반하다,또띠아_뉴비프 브리또,100,253,8.89,-1.0,-1.0,2.53,-1.0,14.06,-1.0,1.28
탐앤탐스,또띠아_또띠아 (L),100,234,15.64,9.45,21.09,2.34,36.05,26.74,36.35,2.43
탐앤탐스,또띠아_또띠아 (S),100,375,20.5,16.77,35.4,3.75,37.76,21.87,40.25,1.99
커피에반하다,또띠아_머스타드치킨 브리또,100,244,11.05,-1.0,-1.0,2.44,-1.0,18.11,-1.0,1.65
커피에반하다,또띠아_미트살사소시지 브리또,100,220,16.38,-1.0,-1.0,2.2,-1.0,29.78,-1.0,2.71
할리스,또띠아_바삭 불고기&트리플 치즈 치킨 퀘사디아,100,218,13.89,-1.0,-1.0,2.18,-1.0,25.49,-1.0,2.32
공차,또띠아_불고기 베이크,100,196,10.33,4.42,28.67,1.96,58.51,21.08,20.3,1.92
공차,또띠아_불닭 베이크,100,198,10.75,2.92,32.0,1.98,64.65,21.72,13.27,1.97
공차,또띠아_치킨 치즈 브리또,100,259,11.49,11.49,27.59,2.59,42.61,17.75,39.93,1.61
공차,또띠아_핫치킨 브리또,100,228,11.0,8.0,28.0,2.28,49.12,19.3,31.58,1.75
뚜레쥬르,또띠아_라구듬뿍치즈 브리또,100,211,7.23,-1.0,-1.0,2.11,-1.0,13.71,-1.0,1.25
커피:니,또띠아_불고기 브리또,100,216,7.59,-1.0,-1.0,2.16,-1.0,14.06,-1.0,1.28
커피:니,또띠아_치킨 브리또,100,220,9.66,-1.0,-1.0,2.2,-1.0,17.56,-1.0,1.6
KFC,또띠아_트위스터,100,202,9.84,10.77,18.69,2.02,37.01,19.49,47.99,1.77
뚜레쥬르,또띠아_매콤치킨랩,100,166,8.0,-1.0,-1.0,1.66,-1.0,19.28,-1.0,1.75
뚜레쥬르,또띠아_베지텐더밸런스랩,100,196,4.25,-1.0,-1.0,1.96,-1.0,8.67,-1.0,0.79
뚜레쥬르,또띠아_싱그러운치킨텐더그린랩,100,185,7.04,-1.0,-1.0,1.85,-1.0,15.22,-1.0,1.38
버거킹,또띠아_크리스퍼랩,100,270,9.02,-1.0,-1.0,2.7,-1.0,13.36,-1.0,1.21
바나프레소,또띠아_김치 부리또,100,262,10.32,11.61,29.03,2.62,44.32,15.76,39.88,1.43
할리스,또띠아_바삭 불고기 & 트리플 치즈 치킨 퀘사디아,100,245,11.05,-1.0,-1.0,2.45,-1.0,18.04,-1.0,1.64
카페띠아모,또띠아_불고기 브리또,100,299,9.29,-1.0,-1.0,2.99,-1.0,12.43,-1.0,1.13
이디야,또띠아_소고기 브리또,100,263,8.13,-1.0,-1.0,2.63,-1.0,12.37,-1.0,1.12
바나프레소,또띠아_핫치킨 부리또,100,257,9.82,9.2,33.74,2.57,52.51,15.28,32.22,1.39
이디야,또띠아_핫치킨 브리또,100,248,11.25,-1.0,-1.0,2.48,-1.0,18.15,-1.0,1.65
카페띠아모,또띠아_핫칠리치킨 브리또,100,214,15.0,-1.0,-1.0,2.14,-1.0,28.04,-1.0,2.55
파리바게뜨,롤빵_달콤한크림치즈시나몬롤,100,374,6.32,-1.0,-1.0,3.74,-1.0,6.76,-1.0,0.61
파리바게뜨,롤빵_클래식시나몬롤,100,375,7.5,-1.0,-1.0,3.75,-1.0,8.0,-1.0,0.73
디저트39,롤빵_녹차 도쿄롤 (L),100,330,6.0,-1.0,-1.0,3.3,-1.0,7.27,-1.0,0.66
디저트39,롤빵_녹차 도쿄롤 (S),100,330,6.0,-1.0,-1.0,3.3,-1.0,7.27,-1.0,0.66
파리바게뜨,롤빵_달달연유롤빵,100,402,6.52,21.74,45.65,4.02,45.42,6.49,48.67,0.59
파리바게뜨,롤빵_달달연유롤빵 (3개입),100,399,6.52,21.01,45.65,3.99,45.76,6.54,47.39,0.59
디저트39,롤빵_망고 도쿄롤 (L),100,293,5.0,-1.0,-1.0,2.93,-1.0,6.83,-1.0,0.62
디저트39,롤빵_망고 도쿄롤 (S),100,293,5.0,-1.0,-1.0,2.93,-1.0,6.83,-1.0,0.62
커피:니,롤빵_목장의아침우유롤,100,317,5.56,-1.0,-1.0,3.17,-1.0,7.02,-1.0,0.64
디저트39,롤빵_오리지널 도쿄롤 (L),100,328,7.0,-1.0,-1.0,3.28,-1.0,8.54,-1.0,0.78
디저트39,롤빵_오리지널 도쿄롤 (S),100,328,7.0,-1.0,-1.0,3.28,-1.0,8.54,-1.0,0.78
파리바게뜨,롤빵_우유 생크림롤,100,306,5.63,20.0,26.25,3.06,34.31,7.36,58.82,0.67
디저트39,롤빵_자색 고구마 도쿄롤 (L),100,315,4.0,-1.0,-1.0,3.15,-1.0,5.08,-1.0,0.46
디저트39,롤빵_자색 고구마 도쿄롤 (S),100,315,4.0,-1.0,-1.0,3.15,-1.0,5.08,-1.0,0.46
뚜레쥬르,롤빵_카멜크림롤,100,402,4.35,-1.0,-1.0,4.02,-1.0,4.33,-1.0,0.39
디저트39,롤빵_화이트 초코 도쿄롤 (L),100,337,7.0,-1.0,-1.0,3.37,-1.0,8.31,-1.0,0.76
디저트39,롤빵_화이트 초코 도쿄롤 (S),100,337,7.0,-1.0,-1.0,3.37,-1.0,8.31,-1.0,0.76
파리바게뜨,마늘빵_부드러운갈릭브레드,100,327,6.0,13.33,44.0,3.27,53.82,7.34,36.69,0.67
파리바게뜨,마늘빵_프렌치마늘빵,100,357,4.76,11.9,52.38,3.57,58.69,5.33,30.0,0.48
파리바게뜨,마늘빵_프렌치마늘빵 (5개입),100,352,6.67,11.43,52.38,3.52,59.52,7.58,29.22,0.69
파리바게뜨,마늘빵_마늘빵(5개입),100,352,6.67,-1.0,-1.0,3.52,-1.0,7.58,-1.0,0.69
뚜레쥬르,마늘빵_바삭마늘빵(5개입),100,488,7.5,-1.0,-1.0,4.88,-1.0,6.15,-1.0,0.56
마리웨일237,마카롱_갤럭시 마카롱,100,236,9.29,-1.0,-1.0,2.36,-1.0,15.75,-1.0,1.43
파리바게뜨,마카롱_까망베르 치즈 마카롱,100,354,8.33,-1.0,-1.0,3.54,-1.0,9.41,-1.0,0.86
마리웨일237,마카롱_녹차 마카롱,100,490,5.45,-1.0,-1.0,4.9,-1.0,4.45,-1.0,0.4
마리웨일237,마카롱_녹차모찌 마카롱,100,377,3.85,-1.0,-1.0,3.77,-1.0,4.08,-1.0,0.37
스타벅스,마카롱_다크 초콜릿 마카롱,100,463,8.57,-1.0,-1.0,4.63,-1.0,7.4,-1.0,0.67
마리웨일237,마카롱_다크초코가나슈 마카롱,100,267,3.33,-1.0,-1.0,2.67,-1.0,4.99,-1.0,0.45
마리웨일237,마카롱_달고나 마카롱,100,303,6.06,-1.0,-1.0,3.03,-1.0,8.0,-1.0,0.73
요거프레소,마카롱_딸기 마카롱,100,190,1.9,-1.0,-1.0,1.9,-1.0,4.0,-1.0,0.36
토프레소,마카롱_딸기 마카롱,100,496,4.0,-1.0,-1.0,4.96,-1.0,3.23,-1.0,0.29
할리스,마카롱_딸기 치즈케익 뚱카롱,100,617,6.67,-1.0,-1.0,6.17,-1.0,4.32,-1.0,0.39
파리바게뜨,마카롱_딸기가나슈 마카롱,100,375,4.17,20.83,45.83,3.75,48.89,4.45,49.99,0.4
마리웨일237,마카롱_딸기 마카롱,100,436,6.06,-1.0,-1.0,4.36,-1.0,5.56,-1.0,0.51
마리웨일237,마카롱_딸기 퐁카롱,100,330,6.67,-1.0,-1.0,3.3,-1.0,8.08,-1.0,0.73
마리웨일237,마카롱_레드벨벳 마카롱,100,484,4.85,-1.0,-1.0,4.84,-1.0,4.01,-1.0,0.36
