업체명,식품명,기준량(g),에너지(kcal),단백질(g),지방(g),탄수화물(g),에너지밀도(kcal/g),탄수화물_에너지비율(%),단백질_에너지비율(%),지방_에너지비율(%),단백질_INQ
커피에반하다,커피_그린티도피오 라떼 아이스(ICED),100,65,1.97,-1.0,-1.0,0.65,-1.0,12.12,-1.0,1.1
커피에반하다,커피_그린티도피오 라떼 핫(HOT),100,86,2.82,-1.0,-1.0,0.86,-1.0,13.12,-1.0,1.19
탐앤탐스,커피_꼰대 라떼 아이스(ICED),100,71,0.49,2.2,12.44,0.71,70.08,2.76,27.89,0.25
탐앤탐스,커피_꼰대 라떼 핫(HOT),100,94,0.65,2.9,16.45,0.94,70.0,2.77,27.77,0.25
스타벅스,커피_나이트로 바닐라 크림 (Tall),100,23,0.28,-1.0,-1.0,0.23,-1.0,4.87,-1.0,0.44
스타벅스,커피_나이트로 콜드 브루 (Tall),100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
요거프레소,커피_낭만 달고나 카페 라떼 아이스(ICED),100,102,1.25,-1.0,-1.0,1.02,-1.0,4.9,-1.0,0.45
요거프레소,커피_낭만 달고나 카페 라떼 핫(HOT),100,110,1.25,-1.0,-1.0,1.1,-1.0,4.55,-1.0,0.41
커피마마,커피_넘버원모카 아이스(ICED) (L),100,84,1.52,-1.0,-1.0,0.84,-1.0,7.24,-1.0,0.66
커피마마,커피_넘버원모카 아이스(ICED) (R),100,91,0.89,-1.0,-1.0,0.91,-1.0,3.91,-1.0,0.36
커피마마,커피_넘버원모카 핫(HOT) (L),100,113,2.15,-1.0,-1.0,1.13,-1.0,7.61,-1.0,0.69
커피마마,커피_넘버원모카 핫(HOT) (R),100,123,2.14,-1.0,-1.0,1.23,-1.0,6.96,-1.0,0.63
요거프레소,커피_니트로 콜드브루,100,1,0.0,-1.0,-1.0,0.01,-1.0,0.0,-1.0,0.0
이디야,커피_니트로커피,100,3,0.24,-1.0,-1.0,0.03,-1.0,32.0,-1.0,2.91
투썸플레이스,커피_달고나카페 라떼 아이스(ICED) (L),100,69,1.69,-1.0,-1.0,0.69,-1.0,9.8,-1.0,0.89
투썸플레이스,커피_달고나카페 라떼 아이스(ICED) (Max),100,61,1.52,-1.0,-1.0,0.61,-1.0,9.97,-1.0,0.91
투썸플레이스,커피_달고나카페 라떼 아이스(ICED) (R),100,62,1.45,-1.0,-1.0,0.62,-1.0,9.35,-1.0,0.85
투썸플레이스,커피_달고나카페 라떼 핫(HOT) (L),100,88,2.96,-1.0,-1.0,0.88,-1.0,13.45,-1.0,1.22
투썸플레이스,커피_달고나카페 라떼 핫(HOT) (R),100,89,3.1,-1.0,-1.0,0.89,-1.0,13.93,-1.0,1.27
카페베네,커피_더블 베네브루 디카페인 (S),100,75,0.95,-1.0,-1.0,0.75,-1.0,5.07,-1.0,0.46
카페베네,커피_더블 베네브루 블루밍 (S),100,76,0.95,-1.0,-1.0,0.76,-1.0,5.0,-1.0,0.45
카페베네,커피_더블 베네브루 시그니처 (S),100,77,0.95,-1.0,-1.0,0.77,-1.0,4.94,-1.0,0.45
할리스,커피_더블샷 바닐라 딜라이트 아이스(ICED),100,63,1.98,-1.0,-1.0,0.63,-1.0,12.57,-1.0,1.14
할리스,커피_더블샷 바닐라 딜라이트 핫(HOT),100,79,3.11,-1.0,-1.0,0.79,-1.0,15.75,-1.0,1.43
빽다방,커피_더블에스프레소,100,37,1.67,-1.0,-1.0,0.37,-1.0,18.05,-1.0,1.64
카페봄봄,커피_더치 라떼,100,21,1.01,0.88,2.16,0.21,41.14,19.24,37.71,1.75
카페봄봄,커피_더치아메리카노,100,3,0.18,0.01,0.51,0.03,68.0,24.0,3.0,2.18
투썸플레이스,커피_데일리오트코코넛 라떼 아이스(ICED) (L),100,97,1.32,-1.0,-1.0,0.97,-1.0,5.44,-1.0,0.49
투썸플레이스,커피_데일리오트코코넛 라떼 아이스(ICED) (Max),100,97,1.32,-1.0,-1.0,0.97,-1.0,5.44,-1.0,0.49
투썸플레이스,커피_데일리오트코코넛 라떼 아이스(ICED) (R),100,98,1.23,-1.0,-1.0,0.98,-1.0,5.02,-1.0,0.46
투썸플레이스,커피_데일리오트코코넛 라떼 핫(HOT) (L),100,127,1.78,-1.0,-1.0,1.27,-1.0,5.61,-1.0,0.51
투썸플레이스,커피_데일리오트코코넛 라떼 핫(HOT) (R),100,126,1.74,-1.0,-1.0,1.26,-1.0,5.52,-1.0,0.5
공차,커피_돌체 카페 라떼 아이스(ICED) (J),100,88,1.69,-1.0,-1.0,0.88,-1.0,7.68,-1.0,0.7
공차,커피_돌체 카페 라떼 아이스(ICED) (L),100,88,1.69,-1.0,-1.0,0.88,-1.0,7.68,-1.0,0.7
공차,커피_돌체 카페 라떼 핫(HOT) (J),100,115,2.54,-1.0,-1.0,1.15,-1.0,8.83,-1.0,0.8
공차,커피_돌체 카페 라떼 핫(HOT) (L),100,115,2.42,-1.0,-1.0,1.15,-1.0,8.42,-1.0,0.77
스타벅스,커피_돌체 콜드 브루 (Tall),100,75,2.25,-1.0,-1.0,0.75,-1.0,12.0,-1.0,1.09
드롭탑,커피_돌체 콜드브루 라떼,100,49,1.96,1.31,-1.0,0.49,-1.0,16.0,24.06,1.45
엔제리너스,커피_돌체 라떼 아이스(ICED),100,77,2.5,-1.0,11.04,0.77,57.35,12.99,-1.0,1.18
커피에반하다,커피_돌체 라떼 아이스(ICED),100,54,1.41,-1.0,-1.0,0.54,-1.0,10.44,-1.0,0.95
토프레소,커피_돌체 라떼 아이스(ICED),100,53,1.93,-1.0,-1.0,0.53,-1.0,14.57,-1.0,1.32
엔제리너스,커피_돌체 라떼 핫(HOT),100,103,3.53,-1.0,13.65,1.03,53.01,13.71,-1.0,1.25
커피에반하다,커피_돌체 라떼 핫(HOT),100,62,2.54,-1.0,-1.0,0.62,-1.0,16.39,-1.0,1.49
토프레소,커피_돌체 라떼 핫(HOT),100,61,2.08,-1.0,-1.0,0.61,-1.0,13.64,-1.0,1.24
엔제리너스,커피_듀얼브루 디카페인 아메리치노 아이스(ICED),100,6,0.24,-1.0,0.98,0.06,65.33,16.0,-1.0,1.45
엔제리너스,커피_듀얼브루 디카페인 아메리치노 라떼 아이스(ICED),100,51,1.78,-1.0,7.33,0.51,57.49,13.96,-1.0,1.27
엔제리너스,커피_듀얼브루 디카페인 아메리카노 아이스(ICED),100,6,0.24,-1.0,0.96,0.06,64.0,16.0,-1.0,1.45
엔제리너스,커피_듀얼브루 디카페인 아메리카노 핫(HOT),100,6,0.25,-1.0,1.0,0.06,66.67,16.67,-1.0,1.52
엔제리너스,커피_듀얼브루 디카페인 카페 라떼 아이스(ICED),100,30,1.49,-1.0,2.77,0.3,36.93,19.87,-1.0,1.81
엔제리너스,커피_듀얼브루 디카페인 카페 라떼 핫(HOT),100,51,2.63,-1.0,4.74,0.51,37.18,20.63,-1.0,1.88
이디야,커피_디카페인 니트로 커피,100,3,0.0,-1.0,-1.0,0.03,-1.0,0.0,-1.0,0.0
이디야,커피_디카페인 버블 흑당 콜드브루 (EX),100,79,1.38,-1.0,-1.0,0.79,-1.0,6.99,-1.0,0.64
이디야,커피_디카페인 버블 흑당 콜드브루,100,66,1.21,-1.0,-1.0,0.66,-1.0,7.33,-1.0,0.67
파스쿠찌,커피_디카페인 연유 콜드브루 플로트 (V),100,72,2.15,-1.0,-1.0,0.72,-1.0,11.94,-1.0,1.09
파스쿠찌,커피_디카페인 연유 콜드브루 플로트 (L),100,72,2.27,-1.0,-1.0,0.72,-1.0,12.61,-1.0,1.15
파스쿠찌,커피_디카페인 연유 콜드브루 플로트 (R),100,66,1.95,-1.0,-1.0,0.66,-1.0,11.82,-1.0,1.07
파스쿠찌,커피_디카페인 콜드브루 라떼 (L),100,22,1.0,-1.0,-1.0,0.22,-1.0,18.18,-1.0,1.65
파스쿠찌,커피_디카페인 콜드브루 라떼 (R),100,23,0.86,-1.0,-1.0,0.23,-1.0,14.96,-1.0,1.36
파스쿠찌,커피_디카페인 콜드브루 라떼 (V),100,25,1.17,-1.0,-1.0,0.25,-1.0,18.72,-1.0,1.7
파스쿠찌,커피_디카페인 콜드브루 아메리카노 (L),100,3,0.2,-1.0,-1.0,0.03,-1.0,26.67,-1.0,2.42
파스쿠찌,커피_디카페인 콜드브루 아메리카노 (R),100,3,0.0,-1.0,-1.0,0.03,-1.0,0.0,-1.0,0.0
파스쿠찌,커피_디카페인 콜드브루 아메리카노 (V),100,3,0.17,-1.0,-1.0,0.03,-1.0,22.67,-1.0,2.06
이디야,커피_디카페인 콜드브루 아인슈페너,100,20,0.24,-1.0,-1.0,0.2,-1.0,4.8,-1.0,0.44
이디야,커피_디카페인 콜드브루 크림넛,100,61,1.45,-1.0,-1.0,0.61,-1.0,9.51,-1.0,0.86
이디야,커피_디카페인 콜드브루 티라미수,100,83,1.69,-1.0,-1.0,0.83,-1.0,8.14,-1.0,0.74
이디야,커피_디카페인 콜드브루 화이트비엔나,100,70,1.69,-1.0,-1.0,0.7,-1.0,9.66,-1.0,0.88
빽다방,커피_디카페인 콜드브루 라떼 연유,100,60,2.17,-1.0,-1.0,0.6,-1.0,14.47,-1.0,1.32
빽다방,커피_디카페인 콜드브루 라떼 흑당,100,47,1.33,-1.0,-1.0,0.47,-1.0,11.32,-1.0,1.03
빽다방,커피_디카페인 콜드브루 라떼,100,27,1.33,-1.0,-1.0,0.27,-1.0,19.7,-1.0,1.79
빽다방,커피_디카페인 콜드브루,100,2,0.17,-1.0,-1.0,0.02,-1.0,34.0,-1.0,3.09
드롭탑,커피_딥초콜릿 카페 라떼,100,48,1.52,0.86,-1.0,0.48,-1.0,12.67,16.12,1.15
스타벅스,커피_라벤더 블론드 스타벅스 더블 샷,100,72,1.45,-1.0,-1.0,0.72,-1.0,8.06,-1.0,0.73
스타벅스,커피_라벤더 카페 브레베 아이스(ICED) (Tall),100,94,1.69,-1.0,-1.0,0.94,-1.0,7.19,-1.0,0.65
스타벅스,커피_라벤더 카페 브레베 핫(HOT) (Tall),100,113,2.25,-1.0,-1.0,1.13,-1.0,7.96,-1.0,0.72
스타벅스,커피_럼 샷 코르타도 (Short),100,30,1.27,-1.0,-1.0,0.3,-1.0,16.93,-1.0,1.54
투썸플레이스,커피_롱블랫 아이스(ICED) (Short),100,5,0.25,-1.0,-1.0,0.05,-1.0,20.0,-1.0,1.82
투썸플레이스,커피_롱블랫 핫(HOT) (Short),100,4,0.32,-1.0,-1.0,0.04,-1.0,32.0,-1.0,2.91
할리스,커피_리스트레또 딜라이트 아이스(ICED),100,47,1.69,-1.0,-1.0,0.47,-1.0,14.38,-1.0,1.31
할리스,커피_리스트레또 딜라이트 핫(HOT),100,88,3.39,-1.0,-1.0,0.88,-1.0,15.41,-1.0,1.4
카페베네,커피_모카 더블 베네프레소 (S),100,81,1.43,-1.0,-1.0,0.81,-1.0,7.06,-1.0,0.64
공차,커피_모카 카페 라떼 아이스(ICED) (J),100,60,1.69,-1.0,-1.0,0.6,-1.0,11.27,-1.0,1.02
공차,커피_모카 카페 라떼 아이스(ICED) (L),100,60,1.69,-1.0,-1.0,0.6,-1.0,11.27,-1.0,1.02
공차,커피_모카 카페 라떼 핫(HOT) (J),100,137,2.96,-1.0,-1.0,1.37,-1.0,8.64,-1.0,0.79
공차,커피_모카 카페 라떼 핫(HOT) (L),100,98,2.9,-1.0,-1.0,0.98,-1.0,11.84,-1.0,1.08
커피마마,커피_민트모카 아이스(ICED) (L),100,87,1.62,-1.0,-1.0,0.87,-1.0,7.45,-1.0,0.68
커피마마,커피_민트모카 아이스(ICED) (R),100,95,1.58,-1.0,-1.0,0.95,-1.0,6.65,-1.0,0.6
이디야,커피_민트모카 아이스(ICED),100,81,1.51,-1.0,-1.0,0.81,-1.0,7.46,-1.0,0.68
커피마마,커피_민트모카 핫(HOT) (L),100,129,3.19,-1.0,-1.0,1.29,-1.0,9.89,-1.0,0.9
커피마마,커피_민트모카 핫(HOT) (R),100,131,2.79,-1.0,-1.0,1.31,-1.0,8.52,-1.0,0.77
이디야,커피_민트모카 핫(HOT),100,87,2.01,-1.0,-1.0,0.87,-1.0,9.24,-1.0,0.84
메가커피,커피_민트카페모카 아이스(ICED),100,61,1.0,-1.0,-1.0,0.61,-1.0,6.56,-1.0,0.6
메가커피,커피_민트카페모카 핫(HOT),100,69,1.73,-1.0,-1.0,0.69,-1.0,10.03,-1.0,0.91
카페베네,커피_바닐라 더블 베네프레소 (S),100,103,0.95,-1.0,-1.0,1.03,-1.0,3.69,-1.0,0.34
요거프레소,커피_바닐라 라떼 핫(HOT),100,56,1.67,-1.0,-1.0,0.56,-1.0,11.93,-1.0,1.08
카페베네,커피_바닐라 라떼 아이스(ICED) (L),100,52,1.56,-1.0,-1.0,0.52,-1.0,12.0,-1.0,1.09
카페베네,커피_바닐라 라떼 아이스(ICED) (R),100,51,1.39,-1.0,-1.0,0.51,-1.0,10.9,-1.0,0.99
탐앤탐스,커피_바닐라 라떼 아이스(ICED),100,38,0.98,1.22,5.61,0.38,59.05,10.32,28.89,0.94
토프레소,커피_바닐라 라떼 아이스(ICED),100,36,1.2,-1.0,-1.0,0.36,-1.0,13.33,-1.0,1.21
카페베네,커피_바닐라 라떼 핫(HOT) (L),100,61,2.0,-1.0,-1.0,0.61,-1.0,13.11,-1.0,1.19
카페베네,커피_바닐라 라떼 핫(HOT) (R),100,62,1.94,-1.0,-1.0,0.62,-1.0,12.52,-1.0,1.14
탐앤탐스,커피_바닐라 라떼 핫(HOT),100,75,2.58,3.23,9.03,0.75,48.16,13.76,38.76,1.25
토프레소,커피_바닐라 라떼 핫(HOT),100,42,1.56,-1.0,-1.0,0.42,-1.0,14.86,-1.0,1.35
스타벅스,커피_바닐라 빈 라떼 아이스(ICED) (Tall),100,44,1.41,-1.0,-1.0,0.44,-1.0,12.82,-1.0,1.17
스타벅스,커피_바닐라 빈 라떼 핫(HOT) (Tall),100,69,2.54,-1.0,-1.0,0.69,-1.0,14.72,-1.0,1.34
스타벅스,커피_바닐라 스타벅스 더블 샷,100,60,0.97,-1.0,-1.0,0.6,-1.0,6.47,-1.0,0.59
공차,커피_바닐라 카페 라떼 아이스(ICED) (J),100,49,1.69,-1.0,-1.0,0.49,-1.0,13.8,-1.0,1.25
공차,커피_바닐라 카페 라떼 아이스(ICED) (L),100,49,1.69,-1.0,-1.0,0.49,-1.0,13.8,-1.0,1.25
엔제리너스,커피_바닐라 카페 라떼 아이스(ICED),100,46,1.3,-1.0,7.39,0.46,64.26,11.3,-1.0,1.03
공차,커피_바닐라 카페 라떼 핫(HOT) (J),100,79,2.75,-1.0,-1.0,0.79,-1.0,13.92,-1.0,1.27
공차,커피_바닐라 카페 라떼 핫(HOT) (L),100,79,2.9,-1.0,-1.0,0.79,-1.0,14.68,-1.0,1.33
엔제리너스,커피_바닐라 카페 라떼 핫(HOT),100,69,2.34,-1.0,10.13,0.69,58.72,13.57,-1.0,1.23
스타벅스,커피_바닐라 크림 콜드 브루 (Tall),100,35,0.85,-1.0,-1.0,0.35,-1.0,9.71,-1.0,0.88
스타벅스,커피_바닐라 플랫 화이트 (Tall),100,62,2.54,-1.0,-1.0,0.62,-1.0,16.39,-1.0,1.49
할리스,커피_바닐라딜라이트 아이스(ICED),100,59,1.69,-1.0,-1.0,0.59,-1.0,11.46,-1.0,1.04
할리스,커피_바닐라딜라이트 핫(HOT),100,72,2.82,-1.0,-1.0,0.72,-1.0,15.67,-1.0,1.42
커피마마,커피_바닐라 라떼 아이스(ICED) (L),100,59,2.02,-1.0,-1.0,0.59,-1.0,13.69,-1.0,1.24
커피마마,커피_바닐라 라떼 아이스(ICED) (R),100,37,1.3,-1.0,-1.0,0.37,-1.0,14.05,-1.0,1.28
이디야,커피_바닐라 라떼 아이스(ICED),100,40,1.41,-1.0,-1.0,0.4,-1.0,14.1,-1.0,1.28
커피에반하다,커피_바닐라 라떼 아이스(ICED),100,49,1.97,-1.0,-1.0,0.49,-1.0,16.08,-1.0,1.46
커피마마,커피_바닐라 라떼 핫(HOT) (L),100,65,2.31,-1.0,-1.0,0.65,-1.0,14.22,-1.0,1.29
커피마마,커피_바닐라 라떼 핫(HOT) (R),100,64,2.4,-1.0,-1.0,0.64,-1.0,15.0,-1.0,1.36
이디야,커피_바닐라 라떼 핫(HOT),100,53,1.99,-1.0,-1.0,0.53,-1.0,15.02,-1.0,1.37
커피에반하다,커피_바닐라 라떼 핫(HOT),100,61,2.82,-1.0,-1.0,0.61,-1.0,18.49,-1.0,1.68
카페봄봄,커피_바닐라 라떼,100,41,1.29,1.52,5.46,0.41,53.27,12.59,33.37,1.14
탐앤탐스,커피_바닐라빈 라떼 아이스(ICED),100,64,1.95,2.44,8.29,0.64,51.81,12.19,34.31,1.11
탐앤탐스,커피_바닐라빈 라떼 핫(HOT),100,89,2.9,3.55,11.29,0.89,50.74,13.03,35.9,1.18
메가커피,커피_바닐라아메리카노 아이스(ICED),100,17,0.11,-1.0,-1.0,0.17,-1.0,2.59,-1.0,0.24
메가커피,커피_바닐라아메리카노 핫(HOT),100,14,0.15,-1.0,-1.0,0.14,-1.0,4.29,-1.0,0.39
투썸플레이스,커피_바닐라카페 라떼 아이스(ICED) (L),100,45,1.27,-1.0,-1.0,0.45,-1.0,11.29,-1.0,1.03
투썸플레이스,커피_바닐라카페 라떼 아이스(ICED) (Max),100,42,1.18,-1.0,-1.0,0.42,-1.0,11.24,-1.0,1.02
투썸플레이스,커피_바닐라카페 라떼 아이스(ICED) (R),100,48,1.41,-1.0,-1.0,0.48,-1.0,11.75,-1.0,1.07
투썸플레이스,커피_바닐라카페 라떼 핫(HOT) (L),100,66,2.11,-1.0,-1.0,0.66,-1.0,12.79,-1.0,1.16
투썸플레이스,커피_바닐라카페 라떼 핫(HOT) (R),100,63,1.97,-1.0,-1.0,0.63,-1.0,12.51,-1.0,1.14
이디야,커피_버블흑당콜드브루,100,65,1.21,-1.0,-1.0,0.65,-1.0,7.45,-1.0,0.68
탐앤탐스,커피_버터스카치 라떼 아이스(ICED),100,102,1.46,5.85,10.73,1.02,42.08,5.73,51.62,0.52
탐앤탐스,커피_버터스카치 라떼 핫(HOT),100,99,1.71,5.85,9.76,0.99,39.43,6.91,53.18,0.63
카페베네,커피_베네캣 달고나 라떼 아이스(ICED) (R),100,71,1.39,-1.0,-1.0,0.71,-1.0,7.83,-1.0,0.71
카페베네,커피_베네캣 달고나 라떼 핫(HOT) (R),100,103,2.5,-1.0,-1.0,1.03,-1.0,9.71,-1.0,0.88
스타벅스,커피_벨벳 다크 모카 나이트로 (Tall),100,42,0.56,-1.0,-1.0,0.42,-1.0,5.33,-1.0,0.48
커피베이,커피_브라운슈가 버블 라떼,100,89,1.44,-1.0,-1.0,0.89,-1.0,6.47,-1.0,0.59
카페띠아모,커피_브라질 만티게이라 BSCA,100,1,0.06,-1.0,-1.0,0.01,-1.0,24.0,-1.0,2.18
탐앤탐스,커피_브루잉 블라썸,100,3,0.33,-1.0,0.67,0.03,89.33,44.0,-1.0,4.0
탐앤탐스,커피_브루잉 블랙와인,100,3,0.33,-1.0,0.67,0.03,89.33,44.0,-1.0,4.0
탐앤탐스,커피_브루잉 아리차,100,3,0.33,-1.0,0.67,0.03,89.33,44.0,-1.0,4.0
탐앤탐스,커피_브루잉 케냐AA,100,3,0.33,-1.0,0.67,0.03,89.33,44.0,-1.0,4.0
탐앤탐스,커피_브루잉 콜롬비아,100,3,0.33,-1.0,0.67,0.03,89.33,44.0,-1.0,4.0
스타벅스,커피_블론드 바닐라 더블 샷 마키아또 아이스(ICED) (Tall),100,55,1.41,-1.0,-1.0,0.55,-1.0,10.25,-1.0,0.93
스타벅스,커피_블론드 바닐라 더블 샷 마키아또 핫(HOT) (Tall),100,89,2.25,-1.0,-1.0,0.89,-1.0,10.11,-1.0,0.92
카페베네,커피_블루밍 콜드브루 (L),100,3,0.0,-1.0,-1.0,0.03,-1.0,0.0,-1.0,0.0
카페베네,커피_블루밍 콜드브루 (R),100,3,0.0,-1.0,-1.0,0.03,-1.0,0.0,-1.0,0.0
카페베네,커피_블루밍 콜드브루 라떼 (L),100,31,1.33,-1.0,-1.0,0.31,-1.0,17.16,-1.0,1.56
카페베네,커피_블루밍 콜드브루 라떼 (R),100,31,1.39,-1.0,-1.0,0.31,-1.0,17.94,-1.0,1.63
카페베네,커피_블루밍 콜드브루 라일락 바닐라빈 라떼 (L),100,69,1.78,-1.0,-1.0,0.69,-1.0,10.32,-1.0,0.94
카페베네,커피_블루밍 콜드브루 라일락 바닐라빈 라떼 (R),100,62,1.67,-1.0,-1.0,0.62,-1.0,10.77,-1.0,0.98
카페베네,커피_블루밍 콜드브루 모카 프라페노 (L),100,100,1.11,-1.0,-1.0,1.0,-1.0,4.44,-1.0,0.4
카페베네,커피_블루밍 콜드브루 모카 프라페노 (R),100,100,1.11,-1.0,-1.0,1.0,-1.0,4.44,-1.0,0.4
카페베네,커피_블루밍 콜드브루 카라멜 마끼아또 (L),100,51,1.56,-1.0,-1.0,0.51,-1.0,12.24,-1.0,1.11
카페베네,커피_블루밍 콜드브루 카라멜 마끼아또 (R),100,51,1.39,-1.0,-1.0,0.51,-1.0,10.9,-1.0,0.99
커피마마,커피_블루스노우모카 아이스(ICED) (L),100,86,1.43,-1.0,-1.0,0.86,-1.0,6.65,-1.0,0.6
커피마마,커피_블루스노우모카 아이스(ICED) (R),100,79,1.2,-1.0,-1.0,0.79,-1.0,6.08,-1.0,0.55
커피마마,커피_블루스노우모카 핫(HOT) (L),100,121,2.32,-1.0,-1.0,1.21,-1.0,7.67,-1.0,0.7
커피마마,커피_블루스노우모카 핫(HOT) (R),100,116,2.36,-1.0,-1.0,1.16,-1.0,8.14,-1.0,0.74
요거프레소,커피_비닐라 라떼 아이스(ICED),100,41,1.11,-1.0,-1.0,0.41,-1.0,10.83,-1.0,0.98
빽다방,커피_빽’s 카페 라떼 아이스(ICED),100,32,1.6,-1.0,-1.0,0.32,-1.0,20.0,-1.0,1.82
빽다방,커피_빽’s 카페 라떼 핫(HOT),100,84,2.67,-1.0,-1.0,0.84,-1.0,12.71,-1.0,1.16
빽다방,커피_빽’s 카페 라떼 아이스(ICED) 빽사이즈,100,29,1.47,-1.0,-1.0,0.29,-1.0,20.28,-1.0,1.84
스타벅스,커피_사케라또 비안코 오버 아이스(ICED) (Tall),100,76,0.85,-1.0,-1.0,0.76,-1.0,4.47,-1.0,0.41
스타벅스,커피_사케라또 아포가토 (Tall),100,82,1.13,-1.0,-1.0,0.82,-1.0,5.51,-1.0,0.5
커피베이,커피_샷 토피넛 라떼 아이스(ICED),100,78,1.72,-1.0,-1.0,0.78,-1.0,8.82,-1.0,0.8
커피베이,커피_샷 토피넛 라떼 핫(HOT),100,99,2.56,-1.0,-1.0,0.99,-1.0,10.34,-1.0,0.94
투썸플레이스,커피_숏카페 라떼 아이스(ICED) (Short),100,34,1.35,-1.0,-1.0,0.34,-1.0,15.88,-1.0,1.44
투썸플레이스,커피_숏카페 라떼 핫(HOT) (Short),100,41,1.69,-1.0,-1.0,0.41,-1.0,16.49,-1.0,1.5
스타벅스,커피_스타벅스 돌체 라떼 아이스(ICED) (Tall),100,65,2.82,-1.0,-1.0,0.65,-1.0,17.35,-1.0,1.58
스타벅스,커피_스타벅스 돌체 라떼 핫(HOT) (Tall),100,72,3.38,-1.0,-1.0,0.72,-1.0,18.78,-1.0,1.71
스타벅스,커피_스파클링 시트러스 에스프레소 (Tall),100,18,0.0,-1.0,-1.0,0.18,-1.0,0.0,-1.0,0.0
투썸플레이스,커피_스페니쉬연유카페 라떼 아이스(ICED) (L),100,95,3.59,-1.0,-1.0,0.95,-1.0,15.12,-1.0,1.37
투썸플레이스,커피_스페니쉬연유카페 라떼 아이스(ICED) (Max),100,90,3.38,-1.0,-1.0,0.9,-1.0,15.02,-1.0,1.37
투썸플레이스,커피_스페니쉬연유카페 라떼 아이스(ICED) (R),100,85,3.14,-1.0,-1.0,0.85,-1.0,14.78,-1.0,1.34
투썸플레이스,커피_스페니쉬연유카페 라떼 핫(HOT) (L),100,49,1.9,-1.0,-1.0,0.49,-1.0,15.51,-1.0,1.41
투썸플레이스,커피_스페니쉬연유카페 라떼 핫(HOT) (R),100,52,1.97,-1.0,-1.0,0.52,-1.0,15.15,-1.0,1.38
드롭탑,커피_스페셜티 바닐라 라떼 (R),100,75,2.51,1.59,-1.0,0.75,-1.0,13.39,19.08,1.22
드롭탑,커피_스페셜티 아메리카노 (R),100,6,0.37,0.02,-1.0,0.06,-1.0,24.67,3.0,2.24
드롭탑,커피_스페셜티 카라멜마끼아또 (R),100,87,2.51,1.62,-1.0,0.87,-1.0,11.54,16.76,1.05
드롭탑,커피_스페셜티 카페 라떼 (R),100,55,2.72,1.75,-1.0,0.55,-1.0,19.78,28.64,1.8
드롭탑,커피_스페셜티 카페모카 (R),100,80,2.6,1.62,-1.0,0.8,-1.0,13.0,18.23,1.18
드롭탑,커피_스페셜티 카푸치노 (R),100,56,2.78,1.8,-1.0,0.56,-1.0,19.86,28.93,1.81
스타벅스,커피_시그니처 더 블랙 콜드 브루 보틀,100,5,0.0,-1.0,-1.0,0.05,-1.0,0.0,-1.0,0.0
카페베네,커피_시그니처 콜드브루 (L),100,3,0.22,-1.0,-1.0,0.03,-1.0,29.33,-1.0,2.67
카페베네,커피_시그니처 콜드브루 (R),100,3,0.0,-1.0,-1.0,0.03,-1.0,0.0,-1.0,0.0
카페베네,커피_시그니처 콜드브루 라떼 (L),100,29,1.33,-1.0,-1.0,0.29,-1.0,18.34,-1.0,1.67
카페베네,커피_시그니처 콜드브루 라떼 (R),100,31,1.39,-1.0,-1.0,0.31,-1.0,17.94,-1.0,1.63
카페베네,커피_시그니처 콜드브루 라일락 바닐라빈 라떼 (L),100,69,1.78,-1.0,-1.0,0.69,-1.0,10.32,-1.0,0.94
카페베네,커피_시그니처 콜드브루 라일락 바닐라빈 라떼 (R),100,63,1.67,-1.0,-1.0,0.63,-1.0,10.6,-1.0,0.96
카페베네,커피_시그니처 콜드브루 모카 프라페노 (L),100,75,1.11,-1.0,-1.0,0.75,-1.0,5.92,-1.0,0.54
카페베네,커피_시그니처 콜드브루 모카 프라페노 (R),100,75,1.11,-1.0,-1.0,0.75,-1.0,5.92,-1.0,0.54
카페베네,커피_시그니처 콜드브루 바닐라 플로트 (R),100,70,1.39,-1.0,-1.0,0.7,-1.0,7.94,-1.0,0.72
카페베네,커피_시그니처 콜드브루 브라운 슈가 버블 라떼 (R),100,70,1.39,-1.0,-1.0,0.7,-1.0,7.94,-1.0,0.72
카페베네,커피_시그니처 콜드브루 오리지널 프라페노 (L),100,65,0.89,-1.0,-1.0,0.65,-1.0,5.48,-1.0,0.5
카페베네,커피_시그니처 콜드브루 오리지널 프라페노 (R),100,65,0.83,-1.0,-1.0,0.65,-1.0,5.11,-1.0,0.46
카페베네,커피_시그니처 콜드브루 카라멜 마끼아또 (L),100,32,1.56,-1.0,-1.0,0.32,-1.0,19.5,-1.0,1.77
카페베네,커피_시그니처 콜드브루 카라멜 마끼아또 (R),100,39,1.67,-1.0,-1.0,0.39,-1.0,17.13,-1.0,1.56
카페베네,커피_시그니처 콜드브루 카라멜 프라페노 (L),100,74,0.89,-1.0,-1.0,0.74,-1.0,4.81,-1.0,0.44
카페베네,커피_시그니처 콜드브루 카라멜 프라페노 (R),100,74,0.83,-1.0,-1.0,0.74,-1.0,4.49,-1.0,0.41
카페베네,커피_시그니처 콜드브루 티라미수 젤라또 프라페노 (R),100,129,1.94,-1.0,-1.0,1.29,-1.0,6.02,-1.0,0.55
카페베네,커피_시그니처 콜드브루 헤이즐넛 라떼 (L),100,43,1.56,-1.0,-1.0,0.43,-1.0,14.51,-1.0,1.32
